[WebServer] (node:72970) Warning: The 'NO_COLOR' env is ignored due to the 'FORCE_COLOR' env being set.
[WebServer] (Use `node --trace-warnings ...` to show where the warning was created)

Running 4 tests using 1 worker
[f1577-3-sweep] tickBefore=39 tickDelta=12 driftAbs=0.06896375859826706 gapClosed=0.0689581269870061 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=13 driftAbs=0.06896375859826706 gapClosed=0.0689581269870061 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=14 driftAbs=0.06896375859826706 gapClosed=0.0689581269870061 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=15 driftAbs=0.09266067126888293 gapClosed=0.09265981450898586 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=16 driftAbs=0.09266067126888293 gapClosed=0.09265981450898586 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=17 driftAbs=0.09266067126888293 gapClosed=0.09265981450898586 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=18 driftAbs=0.09266067126888293 gapClosed=0.09265981450898586 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=19 driftAbs=0.11588356225108022 gapClosed=0.11587951793664963 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=20 driftAbs=0.11588356225108022 gapClosed=0.11587951793664963 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=21 driftAbs=0.11588356225108022 gapClosed=0.11587951793664963 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=22 driftAbs=0.11588356225108022 gapClosed=0.11587951793664963 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=23 driftAbs=0.13911865439257295 gapClosed=0.13909899622686694 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=24 driftAbs=0.13911865439257295 gapClosed=0.13909899622686694 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=25 driftAbs=0.13911865439257295 gapClosed=0.13909899622686694 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=26 driftAbs=0.16190120444270947 gapClosed=0.16183590608214438 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=27 driftAbs=0.16190120444270947 gapClosed=0.16183590608214438 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=28 driftAbs=0.16190120444270947 gapClosed=0.16183590608214438 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=29 driftAbs=0.16190120444270947 gapClosed=0.16183590608214438 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=30 driftAbs=0.18515128949051435 gapClosed=0.1850547811545944 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=31 driftAbs=0.18515128949051435 gapClosed=0.1850547811545944 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=32 driftAbs=0.18515128949051435 gapClosed=0.1850547811545944 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=33 driftAbs=0.18515128949051435 gapClosed=0.1850547811545944 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=34 driftAbs=0.18515128949051435 gapClosed=0.1850547811545944 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=35 driftAbs=0.20884922791334426 gapClosed=0.20866642191474405 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=36 driftAbs=0.20884922791334426 gapClosed=0.20866642191474405 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=37 driftAbs=0.20884922791334426 gapClosed=0.20866642191474405 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=38 driftAbs=0.20884922791334426 gapClosed=0.20866642191474405 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=39 driftAbs=0.23166354913969536 gapClosed=0.23140157324280786 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=40 driftAbs=0.23166354913969536 gapClosed=0.23140157324280786 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=41 driftAbs=0.23166354913969536 gapClosed=0.23140157324280786 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=42 driftAbs=0.23166354913969536 gapClosed=0.23140157324280786 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=43 driftAbs=0.23166354913969536 gapClosed=0.23140157324280786 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=44 driftAbs=0.23166354913969536 gapClosed=0.23140157324280786 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=45 driftAbs=0.2544837912323694 gapClosed=0.2541360919131854 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=46 driftAbs=0.2544837912323694 gapClosed=0.2541360919131854 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=47 driftAbs=0.2544837912323694 gapClosed=0.2541360919131854 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=48 driftAbs=0.2544837912323694 gapClosed=0.2541360919131854 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=49 driftAbs=0.2544837912323694 gapClosed=0.2541360919131854 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=50 driftAbs=0.2544837912323694 gapClosed=0.2541360919131854 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=51 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=52 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=53 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=54 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=55 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=56 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=57 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=58 driftAbs=0.2777804888756588 gapClosed=0.2772615998469714 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=59 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=60 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=61 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=62 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=63 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=64 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=65 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=66 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=67 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=68 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=69 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
[f1577-3-sweep] tickBefore=39 tickDelta=70 driftAbs=0.301094669497818 gapClosed=0.30038546368777475 timeBefore=3.599999999999998
  ✓  2 [desktop-chrome] › e2e/f1575-1-drift-tick-budget.spec.ts:61:3 › maps denied-receipt drift at fixed start phase P=39 (2.0s)
[f1577-3-sweep] tickBefore=43 tickDelta=1 driftAbs=0.023021728866442725 gapClosed=0.022914124851256545 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=2 driftAbs=0.023021728866442725 gapClosed=0.022914124851256545 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=3 driftAbs=0.023021728866442725 gapClosed=0.022914124851256545 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=4 driftAbs=0.023021728866442725 gapClosed=0.022914124851256545 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=5 driftAbs=0.04604345773288527 gapClosed=0.045827656762764235 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=6 driftAbs=0.04604345773288527 gapClosed=0.045827656762764235 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=7 driftAbs=0.04604345773288527 gapClosed=0.045827656762764235 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=8 driftAbs=0.04604345773288527 gapClosed=0.045827656762764235 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=9 driftAbs=0.06933974329343906 gapClosed=0.06913502755794987 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=10 driftAbs=0.06933974329343906 gapClosed=0.06913502755794987 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=11 driftAbs=0.06933974329343906 gapClosed=0.06913502755794987 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=12 driftAbs=0.06933974329343906 gapClosed=0.06913502755794987 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=13 driftAbs=0.09264987857520322 gapClosed=0.09244230589207802 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=14 driftAbs=0.09264987857520322 gapClosed=0.09244230589207802 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=15 driftAbs=0.09264987857520322 gapClosed=0.09244230589207802 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=16 driftAbs=0.11543396380615202 gapClosed=0.11526773012898595 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=17 driftAbs=0.11543396380615202 gapClosed=0.11526773012898595 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=18 driftAbs=0.11543396380615202 gapClosed=0.11526773012898595 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=19 driftAbs=0.11543396380615202 gapClosed=0.11526773012898595 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=20 driftAbs=0.13857128129594515 gapClosed=0.13848751287240013 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=21 driftAbs=0.13857128129594515 gapClosed=0.13848751287240013 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=22 driftAbs=0.13857128129594515 gapClosed=0.13848751287240013 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=23 driftAbs=0.13857128129594515 gapClosed=0.13848751287240013 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=24 driftAbs=0.16224672569885615 gapClosed=0.16218912107862948 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=25 driftAbs=0.16224672569885615 gapClosed=0.16218912107862948 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=26 driftAbs=0.16224672569885615 gapClosed=0.16218912107862948 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=27 driftAbs=0.18543192821086693 gapClosed=0.1854085993688468 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=28 driftAbs=0.18543192821086693 gapClosed=0.1854085993688468 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=29 driftAbs=0.18543192821086693 gapClosed=0.1854085993688468 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=30 driftAbs=0.18543192821086693 gapClosed=0.1854085993688468 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=31 driftAbs=0.20814658296498614 gapClosed=0.20814550922412423 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=32 driftAbs=0.20814658296498614 gapClosed=0.20814550922412423 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=33 driftAbs=0.20814658296498614 gapClosed=0.20814550922412423 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=34 driftAbs=0.20814658296498614 gapClosed=0.20814550922412423 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=35 driftAbs=0.2313655116909177 gapClosed=0.23136438429657424 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=36 driftAbs=0.2313655116909177 gapClosed=0.23136438429657424 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=37 driftAbs=0.2313655116909177 gapClosed=0.23136438429657424 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=38 driftAbs=0.2313655116909177 gapClosed=0.23136438429657424 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=39 driftAbs=0.2313655116909177 gapClosed=0.23136438429657424 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=40 driftAbs=0.25411808278829706 gapClosed=0.25410029667360057 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=41 driftAbs=0.25411808278829706 gapClosed=0.25410029667360057 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=42 driftAbs=0.25411808278829706 gapClosed=0.25410029667360057 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=43 driftAbs=0.25411808278829706 gapClosed=0.25410029667360057 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=44 driftAbs=0.2777714888176968 gapClosed=0.2777111763847877 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=45 driftAbs=0.2777714888176968 gapClosed=0.2777111763847877 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=46 driftAbs=0.2777714888176968 gapClosed=0.2777111763847877 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=47 driftAbs=0.2777714888176968 gapClosed=0.2777111763847877 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=48 driftAbs=0.2777714888176968 gapClosed=0.2777111763847877 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=49 driftAbs=0.3000966510976092 gapClosed=0.29996232825599023 timeBefore=3.4333333333333305
[f1577-3-sweep] tickBefore=43 tickDelta=50 driftAbs=0.3000966510976092 gapClosed=0.29996232825599023 timeBefore=3.4333333333333305
