[WebServer] (node:72744) Warning: The 'NO_COLOR' env is ignored due to the 'FORCE_COLOR' env being set.
[WebServer] (Use `node --trace-warnings ...` to show where the warning was created)

Running 4 tests using 1 worker

(node:72745) Warning: The 'NO_COLOR' env is ignored due to the 'FORCE_COLOR' env being set.
(Use `node --trace-warnings ...` to show where the warning was created)
[f1577-3-sweep] tickBefore=43 tickDelta=38 driftAbs=0.20855694665965874 gapClosed=0.20791256416981163 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=39 driftAbs=0.20855694665965874 gapClosed=0.20791256416981163 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=40 driftAbs=0.20855694665965874 gapClosed=0.20791256416981163 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=41 driftAbs=0.20855694665965874 gapClosed=0.20791256416981163 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=42 driftAbs=0.20855694665965874 gapClosed=0.20791256416981163 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=43 driftAbs=0.20855694665965874 gapClosed=0.20791256416981163 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=44 driftAbs=0.20855694665965874 gapClosed=0.20791256416981163 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=45 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=46 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=47 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=48 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=49 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=50 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=51 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=52 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=53 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=54 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=55 driftAbs=0.23190515302597287 gapClosed=0.23103721016716605 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=56 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=57 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=58 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=59 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=60 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=61 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=62 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=63 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=64 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=65 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=66 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=67 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=68 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=69 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
[f1577-3-sweep] tickBefore=43 tickDelta=70 driftAbs=0.25526456863419117 gapClosed=0.2541602042743545 timeBefore=3.933333333333331
  ✓  3 [desktop-chrome] › e2e/f1575-1-drift-tick-budget.spec.ts:61:3 › maps denied-receipt drift at fixed start phase P=43 (2.0s)
[f1577-3-sweep] tickBefore=47 tickDelta=1 driftAbs=0 gapClosed=0 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=2 driftAbs=0 gapClosed=0 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=3 driftAbs=0.022825424421027158 gapClosed=0.02282542423690792 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=4 driftAbs=0.022825424421027158 gapClosed=0.02282542423690792 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=5 driftAbs=0.022825424421027158 gapClosed=0.02282542423690792 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=6 driftAbs=0.022825424421027158 gapClosed=0.02282542423690792 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=7 driftAbs=0.046529560496527414 gapClosed=0.046527111758887685 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=8 driftAbs=0.046529560496527414 gapClosed=0.046527111758887685 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=9 driftAbs=0.046529560496527414 gapClosed=0.046527111758887685 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=10 driftAbs=0.046529560496527414 gapClosed=0.046527111758887685 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=11 driftAbs=0.06977105417004968 gapClosed=0.06974681518655146 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=12 driftAbs=0.06977105417004968 gapClosed=0.06974681518655146 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=13 driftAbs=0.06977105417004968 gapClosed=0.06974681518655146 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=14 driftAbs=0.06977105417004968 gapClosed=0.06974681518655146 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=15 driftAbs=0.09302150289046146 gapClosed=0.09296629347676877 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=16 driftAbs=0.09302150289046146 gapClosed=0.09296629347676877 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=17 driftAbs=0.09302150289046146 gapClosed=0.09296629347676877 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=18 driftAbs=0.11583177456984779 gapClosed=0.1157032033320462 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=19 driftAbs=0.11583177456984779 gapClosed=0.1157032033320462 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=20 driftAbs=0.11583177456984779 gapClosed=0.1157032033320462 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=21 driftAbs=0.11583177456984779 gapClosed=0.1157032033320462 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=22 driftAbs=0.13908989898623195 gapClosed=0.13892207840449622 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=23 driftAbs=0.13908989898623195 gapClosed=0.13892207840449622 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=24 driftAbs=0.13908989898623195 gapClosed=0.13892207840449622 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=25 driftAbs=0.13908989898623195 gapClosed=0.13892207840449622 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=26 driftAbs=0.13908989898623195 gapClosed=0.13892207840449622 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=27 driftAbs=0.16281584689458226 gapClosed=0.16253371916464587 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=28 driftAbs=0.16281584689458226 gapClosed=0.16253371916464587 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=29 driftAbs=0.16281584689458226 gapClosed=0.16253371916464587 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=30 driftAbs=0.16281584689458226 gapClosed=0.16253371916464587 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=31 driftAbs=0.18564751546950495 gapClosed=0.18526887049270968 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=32 driftAbs=0.18564751546950495 gapClosed=0.18526887049270968 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=33 driftAbs=0.18564751546950495 gapClosed=0.18526887049270968 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=34 driftAbs=0.18564751546950495 gapClosed=0.18526887049270968 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=35 driftAbs=0.18564751546950495 gapClosed=0.18526887049270968 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=36 driftAbs=0.18564751546950495 gapClosed=0.18526887049270968 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=37 driftAbs=0.20848261318393002 gapClosed=0.20800338916308725 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=38 driftAbs=0.20848261318393002 gapClosed=0.20800338916308725 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=39 driftAbs=0.20848261318393002 gapClosed=0.20800338916308725 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=40 driftAbs=0.20848261318393002 gapClosed=0.20800338916308725 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=41 driftAbs=0.20848261318393002 gapClosed=0.20800338916308725 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=42 driftAbs=0.20848261318393002 gapClosed=0.20800338916308725 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=43 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=44 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=45 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=46 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=47 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=48 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=49 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=50 driftAbs=0.23181242417092326 gapClosed=0.23112889709687323 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=51 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=52 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=53 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=54 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=55 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=56 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=57 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=58 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=59 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=60 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=61 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=62 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=63 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=64 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=65 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=66 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=67 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=68 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=69 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
[f1577-3-sweep] tickBefore=47 tickDelta=70 driftAbs=0.25515681452785116 gapClosed=0.25425276093767657 timeBefore=3.8666666666666636
  ✓  4 [desktop-chrome] › e2e/f1575-1-drift-tick-budget.spec.ts:61:3 › maps denied-receipt drift at fixed start phase P=47 (1.9s)

  4 passed (9.7s)
